Nummer;Score;Bewertungen;Land;Vorwahl;Suchanfragen;Anruftyp;Anrufname;Vorwahlname;Deeplink;CallerTypeId
00491638110010;8;105;49;163;27544;Aggressive Werbung;Telefonabzocke, Solarfirma;E-Plus Mobilfunk;https://www.tellows.de/num/00491638110010;5;
01638110010;8;105;49;163;27544;Aggressive Werbung;Telefonabzocke, Solarfirma;E-Plus Mobilfunk;https://www.tellows.de/num/00491638110010;5;
004917682241151;8;5;49;176;70;SMS Spam;Deutsche Bank;O2 (Germany);https://www.tellows.de/num/004917682241151;11;
017682241151;8;5;49;176;70;SMS Spam;Deutsche Bank;O2 (Germany);https://www.tellows.de/num/004917682241151;11;
004921154260842;8;91;49;211;25730;Aggressive Werbung;Aggressive Werbung;Düsseldorf;https://www.tellows.de/num/004921154260842;5;
021154260842;8;91;49;211;25730;Aggressive Werbung;Aggressive Werbung;Düsseldorf;https://www.tellows.de/num/004921154260842;5;
004970457219100;8;6;49;7045;552;Aggressive Werbung;Laura Schulz GWcom (?);Oberderdingen;https://www.tellows.de/num/004970457219100;5;
070457219100;8;6;49;7045;552;Aggressive Werbung;Laura Schulz GWcom (?);Oberderdingen;https://www.tellows.de/num/004970457219100;5;
004915170294736;8;303;49;1517;100206;Gewinnspiel;gewinnspiel;Telekom Deutschland;https://www.tellows.de/num/004915170294736;3;
015170294736;8;303;49;1517;100206;Gewinnspiel;gewinnspiel;Telekom Deutschland;https://www.tellows.de/num/004915170294736;3;
004940855992494;8;10;49;40;832;Telefonterror;Gewinnspiel Abo;Hamburg;https://www.tellows.de/num/004940855992494;7;
040855992494;8;10;49;40;832;Telefonterror;Gewinnspiel Abo;Hamburg;https://www.tellows.de/num/004940855992494;7;
004969200915575;8;3;49;69;414;Aggressive Werbung;penetranteste Werbung;Frankfurt am Main;https://www.tellows.de/num/004969200915575;5;
069200915575;8;3;49;69;414;Aggressive Werbung;penetranteste Werbung;Frankfurt am Main;https://www.tellows.de/num/004969200915575;5;
004969200915534;9;6;49;69;533;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915534;7;
069200915534;9;6;49;69;533;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915534;7;
004969200915661;8;8;49;69;573;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915661;7;
069200915661;8;8;49;69;573;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915661;7;
004969200915684;9;4;49;69;299;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915684;7;
069200915684;9;4;49;69;299;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915684;7;
004969200915633;9;4;49;69;431;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915633;7;
069200915633;9;4;49;69;431;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915633;7;
004969200915494;9;4;49;69;401;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915494;7;
069200915494;9;4;49;69;401;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915494;7;
004969200915629;9;6;49;69;497;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915629;7;
069200915629;9;6;49;69;497;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915629;7;
004969200915620;8;4;49;69;428;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915620;7;
069200915620;8;4;49;69;428;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915620;7;
004972191140505;8;46;49;721;23516;Aggressive Werbung;Angeblich 1&1;Karlsruhe;https://www.tellows.de/num/004972191140505;5;
072191140505;8;46;49;721;23516;Aggressive Werbung;Angeblich 1&1;Karlsruhe;https://www.tellows.de/num/004972191140505;5;
004969200915647;9;4;49;69;431;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915647;7;
069200915647;9;4;49;69;431;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915647;7;
004969200915632;9;4;49;69;308;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915632;7;
069200915632;9;4;49;69;308;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915632;7;
004969200915527;9;4;49;69;461;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915527;7;
069200915527;9;4;49;69;461;Telefonterror;;Frankfurt am Main;https://www.tellows.de/num/004969200915527;7;
004915206819890;8;90;49;1520;30172;Telefonterror;Freepoint;Vodafone;https://www.tellows.de/num/004915206819890;7;
015206819890;8;90;49;1520;30172;Telefonterror;Freepoint;Vodafone;https://www.tellows.de/num/004915206819890;7;
004969200915628;8;7;49;69;415;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915628;7;
069200915628;8;7;49;69;415;Telefonterror;Callcenter;Frankfurt am Main;https://www.tellows.de/num/004969200915628;7;
004915888367854;8;5;49;15888;878;Aggressive Werbung;My Sales aus Hamburg;TelcoVillage GmbH;https://www.tellows.de/num/004915888367854;5;
015888367854;8;5;49;15888;878;Aggressive Werbung;My Sales aus Hamburg;TelcoVillage GmbH;https://www.tellows.de/num/004915888367854;5;
004932211122415;8;16;49;3221;1842;Aggressive Werbung;GML Digital;Voice-over-IP Nummernkreis;https://www.tellows.de/num/004932211122415;5;
032211122415;8;16;49;3221;1842;Aggressive Werbung;GML Digital;Voice-over-IP Nummernkreis;https://www.tellows.de/num/004932211122415;5;
00493022182918;8;58;49;30;8649;Telefonterror;gewinnspiel;Berlin;https://www.tellows.de/num/00493022182918;7;
03022182918;8;58;49;30;8649;Telefonterror;gewinnspiel;Berlin;https://www.tellows.de/num/00493022182918;7;
00491732396564;9;5;49;173;189;Kostenfalle;+4915202665390;Vodafone;https://www.tellows.de/num/00491732396564;8;
01732396564;9;5;49;173;189;Kostenfalle;+4915202665390;Vodafone;https://www.tellows.de/num/00491732396564;8;
004940855994910;8;33;49;40;1835;Telefonterror;Gewinnspielzentrale;Hamburg;https://www.tellows.de/num/004940855994910;7;
040855994910;8;33;49;40;1835;Telefonterror;Gewinnspielzentrale;Hamburg;https://www.tellows.de/num/004940855994910;7;
004917614173985;8;32;49;176;3417;Gewinnspiel;angebliche Lotto Gesellschaft;O2 (Germany);https://www.tellows.de/num/004917614173985;3;
017614173985;8;32;49;176;3417;Gewinnspiel;angebliche Lotto Gesellschaft;O2 (Germany);https://www.tellows.de/num/004917614173985;3;
040940398920;8;4;49;40;54;Telefonterror;Höffner Küchen;Hamburg;https://www.tellows.de/num/040940398920;7;
+4940398920;8;4;49;40;54;Telefonterror;Höffner Küchen;Hamburg;https://www.tellows.de/num/040940398920;7;
0049163992462418;7;6;49;163;1126;Aggressive Werbung;ZFA;E-Plus Mobilfunk;https://www.tellows.de/num/0049163992462418;5;
0163992462418;7;6;49;163;1126;Aggressive Werbung;ZFA;E-Plus Mobilfunk;https://www.tellows.de/num/0049163992462418;5;
004917623677008;7;5;49;176;331;Aggressive Werbung;;O2 (Germany);https://www.tellows.de/num/004917623677008;5;
017623677008;7;5;49;176;331;Aggressive Werbung;;O2 (Germany);https://www.tellows.de/num/004917623677008;5;
004993729954109;8;6;49;9372;210;Aggressive Werbung;;Klingenberg a Main;https://www.tellows.de/num/004993729954109;5;
093729954109;8;6;49;9372;210;Aggressive Werbung;;Klingenberg a Main;https://www.tellows.de/num/004993729954109;5;
004917688840038;7;6;49;176;1626;Aggressive Werbung;O2;O2 (Germany);https://www.tellows.de/num/004917688840038;5;
017688840038;7;6;49;176;1626;Aggressive Werbung;O2;O2 (Germany);https://www.tellows.de/num/004917688840038;5;
00492332848269;7;5;49;2332;285;Telefonterror;Gevelsberg;Gevelsberg;https://www.tellows.de/num/00492332848269;7;
02332848269;7;5;49;2332;285;Telefonterror;Gevelsberg;Gevelsberg;https://www.tellows.de/num/00492332848269;7;
004917641889542;8;10;49;176;432;Kostenfalle;Zollgebühren;O2 (Germany);https://www.tellows.de/num/004917641889542;8;
017641889542;8;10;49;176;432;Kostenfalle;Zollgebühren;O2 (Germany);https://www.tellows.de/num/004917641889542;8;
00436502403240;8;3;43;650;190;Kostenfalle;unbekannt rufnummer ist nicht;Mobilfunknummer;https://www.tellows.de/num/00436502403240;8;
004934191355716;8;17;49;341;6874;Ping Anruf;Meinungsforschung;Leipzig;https://www.tellows.de/num/004934191355716;10;
034191355716;8;17;49;341;6874;Ping Anruf;Meinungsforschung;Leipzig;https://www.tellows.de/num/004934191355716;10;
004961967719003;8;11;49;6196;1467;Telefonterror;Anruf Bad Soden;Bad Soden am Taunus;https://www.tellows.de/num/004961967719003;7;
061967719003;8;11;49;6196;1467;Telefonterror;Anruf Bad Soden;Bad Soden am Taunus;https://www.tellows.de/num/004961967719003;7;
+436508364466;9;8;43;650;615;Kostenfalle;SEO Firmenportal - Markus;Mobilfunknummer;https://www.tellows.de/num/%2B436508364466;8;
017617688840072;7;10;49;176;7048;Telefonterror;unbekannt angeblich O2;O2 (Germany);https://www.tellows.de/num/017617688840072;7;
+4917688840072;7;10;49;176;7048;Telefonterror;unbekannt angeblich O2;O2 (Germany);https://www.tellows.de/num/017617688840072;7;
004917688840087;8;16;49;176;3513;Ping Anruf;blau.de Bestandskundenservice;O2 (Germany);https://www.tellows.de/num/004917688840087;10;
017688840087;8;16;49;176;3513;Ping Anruf;blau.de Bestandskundenservice;O2 (Germany);https://www.tellows.de/num/004917688840087;10;
004940855990796;8;3;49;40;784;Aggressive Werbung;Zum Teil Bandansage;Hamburg;https://www.tellows.de/num/004940855990796;5;
040855990796;8;3;49;40;784;Aggressive Werbung;Zum Teil Bandansage;Hamburg;https://www.tellows.de/num/004940855990796;5;
+4367762016973;8;127;43;67;12265;Telefonterror;Scam;Mobilfunknummer;https://www.tellows.de/num/%2B4367762016973;7;
+447307398680;8;14;44;73;1974;Ping Anruf;Jobangebot Scam;mobil phone number;https://www.tellows.de/num/%2B447307398680;10;
+447380103597;8;7;44;7380;623;Ping Anruf;Bandansage;Three;https://www.tellows.de/num/%2B447380103597;10;
03093091734411;8;3;49;30;114;Aggressive Werbung;Fördermittelberater;Berlin;https://www.tellows.de/num/03093091734411;5;
+493091734411;8;3;49;30;114;Aggressive Werbung;Fördermittelberater;Berlin;https://www.tellows.de/num/03093091734411;5;
+393713805851;8;4;39;3;631;Unbekannt;;Cellulare;https://www.tellows.de/num/%2B393713805851;1;
020120197790199;8;9;49;201;162;Aggressive Werbung;Xact the Voice Company GmbH;Essen;https://www.tellows.de/num/020120197790199;5;
+4920197790199;8;9;49;201;162;Aggressive Werbung;Xact the Voice Company GmbH;Essen;https://www.tellows.de/num/020120197790199;5;
+34666627597;8;3;34;666;162;Aggressive Werbung;Werbung-Spanien;Vodafone;https://www.tellows.de/num/%2B34666627597;5;
040940855984259;8;7;49;40;445;Telefonterror;Gewinspiel Kündigung;Hamburg;https://www.tellows.de/num/040940855984259;7;
+4940855984259;8;7;49;40;445;Telefonterror;Gewinspiel Kündigung;Hamburg;https://www.tellows.de/num/040940855984259;7;
030930629377597;8;5;49;30;905;Ping Anruf;Signal Iduna;Berlin;https://www.tellows.de/num/030930629377597;10;
+4930629377597;8;5;49;30;905;Ping Anruf;Signal Iduna;Berlin;https://www.tellows.de/num/030930629377597;10;
015795792388982;9;7;49;1579;508;Kostenfalle;49 157 92388982;simquadrat;https://www.tellows.de/num/015795792388982;8;
+4915792388982;9;7;49;1579;508;Kostenfalle;49 157 92388982;simquadrat;https://www.tellows.de/num/015795792388982;8;
08008000003755;8;22;49;800;8499;Aggressive Werbung;Consors finanz;Kostenlose Rufnummer;https://www.tellows.de/num/08008000003755;5;
+498000003755;8;22;49;800;8499;Aggressive Werbung;Consors finanz;Kostenlose Rufnummer;https://www.tellows.de/num/08008000003755;5;
032222222134970;8;7;49;3222;1458;Aggressive Werbung;Firma ENPAL Solaranlagen;Voice-over-IP Nummernkreis;https://www.tellows.de/num/032222222134970;5;
+4932222134970;8;7;49;3222;1458;Aggressive Werbung;Firma ENPAL Solaranlagen;Voice-over-IP Nummernkreis;https://www.tellows.de/num/032222222134970;5;
0309307001668733;8;3;49;30;527;Telefonterror;;Berlin;https://www.tellows.de/num/0309307001668733;7;
+49307001668733;8;3;49;30;527;Telefonterror;;Berlin;https://www.tellows.de/num/0309307001668733;7;
06996931090345;7;3;49;69;147;Aggressive Werbung;fuzzi;Frankfurt am Main;https://www.tellows.de/num/06996931090345;5;
+496931090345;7;3;49;69;147;Aggressive Werbung;fuzzi;Frankfurt am Main;https://www.tellows.de/num/06996931090345;5;
0800800664894060;7;6;49;800;2467;Aggressive Werbung;Ergo Versicherung;Kostenlose Rufnummer;https://www.tellows.de/num/0800800664894060;5;
+49800664894060;7;6;49;800;2467;Aggressive Werbung;Ergo Versicherung;Kostenlose Rufnummer;https://www.tellows.de/num/0800800664894060;5;
015155150172693;7;3;49;1515;71;Aggressive Werbung;;T-Mobile;https://www.tellows.de/num/015155150172693;5;
+4915150172693;7;3;49;1515;71;Aggressive Werbung;;T-Mobile;https://www.tellows.de/num/015155150172693;5;
040940855989859;9;9;49;40;1357;Telefonterror;Strom Werbung;Hamburg;https://www.tellows.de/num/040940855989859;7;
+4940855989859;9;9;49;40;1357;Telefonterror;Strom Werbung;Hamburg;https://www.tellows.de/num/040940855989859;7;
022322327014009;8;18;49;2232;3780;Telefonterror;Gesundheitsvorsorge;Brühl Rheinl;https://www.tellows.de/num/022322327014009;7;
+4922327014009;8;18;49;2232;3780;Telefonterror;Gesundheitsvorsorge;Brühl Rheinl;https://www.tellows.de/num/022322327014009;7;
03093083796995;8;15;49;30;3469;Aggressive Werbung;ImmoCheck;Berlin;https://www.tellows.de/num/03093083796995;5;
+493083796995;8;15;49;30;3469;Aggressive Werbung;ImmoCheck;Berlin;https://www.tellows.de/num/03093083796995;5;
032212212238937;8;3;49;3221;80;Telefonterror;;Voice-over-IP Nummernkreis;https://www.tellows.de/num/032212212238937;7;
+4932212238937;8;3;49;3221;80;Telefonterror;;Voice-over-IP Nummernkreis;https://www.tellows.de/num/032212212238937;7;
020320375691237;8;3;49;203;1165;Aggressive Werbung;;Duisburg;https://www.tellows.de/num/020320375691237;5;
+4920375691237;8;3;49;203;1165;Aggressive Werbung;;Duisburg;https://www.tellows.de/num/020320375691237;5;
040940210311899;8;31;49;40;8159;Telefonterror;Spam Anruf;Hamburg;https://www.tellows.de/num/040940210311899;7;
+4940210311899;8;31;49;40;8159;Telefonterror;Spam Anruf;Hamburg;https://www.tellows.de/num/040940210311899;7;
032212212238482;7;5;49;3221;95;Unbekannt;Vermarktung;Voice-over-IP Nummernkreis;https://www.tellows.de/num/032212212238482;1;
+4932212238482;7;5;49;3221;95;Unbekannt;Vermarktung;Voice-over-IP Nummernkreis;https://www.tellows.de/num/032212212238482;1;
021121174075525;8;7;49;211;773;Telefonterror;;Düsseldorf;https://www.tellows.de/num/021121174075525;7;
+4921174075525;8;7;49;211;773;Telefonterror;;Düsseldorf;https://www.tellows.de/num/021121174075525;7;
015888888362461;7;7;49;15888;1454;Aggressive Werbung;Enpal;TelcoVillage GmbH;https://www.tellows.de/num/015888888362461;5;
+4915888362461;7;7;49;15888;1454;Aggressive Werbung;Enpal;TelcoVillage GmbH;https://www.tellows.de/num/015888888362461;5;
0309305156524656;8;18;49;30;3670;Aggressive Werbung;Bewertungen löschen;Berlin;https://www.tellows.de/num/0309305156524656;5;
+49305156524656;8;18;49;30;3670;Aggressive Werbung;Bewertungen löschen;Berlin;https://www.tellows.de/num/0309305156524656;5;
021421483229798;8;3;49;214;222;Ping Anruf;;Leverkusen;https://www.tellows.de/num/021421483229798;10;
+4921483229798;8;3;49;214;222;Ping Anruf;;Leverkusen;https://www.tellows.de/num/021421483229798;10;
040940285570032;9;4;49;40;179;Telefonterror;Stromanbieter;Hamburg;https://www.tellows.de/num/040940285570032;7;
+4940285570032;9;4;49;40;179;Telefonterror;Stromanbieter;Hamburg;https://www.tellows.de/num/040940285570032;7;
068258259340604;7;4;49;6825;376;Aggressive Werbung;Spam Anruf;Illingen Saar;https://www.tellows.de/num/068258259340604;5;
+4968259340604;7;4;49;6825;376;Aggressive Werbung;Spam Anruf;Illingen Saar;https://www.tellows.de/num/068258259340604;5;
03093033075098;8;14;49;30;1271;Telefonterror;Betrüger;Berlin;https://www.tellows.de/num/03093033075098;7;
+493033075098;8;14;49;30;1271;Telefonterror;Betrüger;Berlin;https://www.tellows.de/num/03093033075098;7;
021611616848025;7;3;49;2161;305;Kostenfalle;Fake Anruf Gesundheit;Mönchengladbach;https://www.tellows.de/num/021611616848025;8;
+4921616848025;7;3;49;2161;305;Kostenfalle;Fake Anruf Gesundheit;Mönchengladbach;https://www.tellows.de/num/021611616848025;8;
040940299968854;7;4;49;40;736;Aggressive Werbung;;Hamburg;https://www.tellows.de/num/040940299968854;5;
+4940299968854;7;4;49;40;736;Aggressive Werbung;;Hamburg;https://www.tellows.de/num/040940299968854;5;
+447441937076;7;4;44;74419;12;Telefonterror;;Voxbone;https://www.tellows.de/num/%2B447441937076;7;
08498599700519;9;3;49;8;87;Kostenfalle;;SMS (Premium) Services;https://www.tellows.de/num/08498599700519;8;
+498599700519;9;3;49;8;87;Kostenfalle;;SMS (Premium) Services;https://www.tellows.de/num/08498599700519;8;
004951112196103;7;67;49;511;69982;Meinungsforschung;imug;Hannover;https://www.tellows.de/num/004951112196103;6;
051112196103;7;67;49;511;69982;Meinungsforschung;imug;Hannover;https://www.tellows.de/num/004951112196103;6;
00493323422321;8;14;49;33234;4644;Aggressive Werbung;Blindenwerkstatt;Wustermark;https://www.tellows.de/num/00493323422321;5;
03323422321;8;14;49;33234;4644;Aggressive Werbung;Blindenwerkstatt;Wustermark;https://www.tellows.de/num/00493323422321;5;
004989124711;7;7;49;89;7731;Meinungsforschung;Infratest Kantar;München;https://www.tellows.de/num/004989124711;6;
089124711;7;7;49;89;7731;Meinungsforschung;Infratest Kantar;München;https://www.tellows.de/num/004989124711;6;
00496913620;8;3;49;69;1483;Unbekannt;Sebastian Wächter Commerzbank;Frankfurt am Main;https://www.tellows.de/num/00496913620;1;
06913620;8;3;49;69;1483;Unbekannt;Sebastian Wächter Commerzbank;Frankfurt am Main;https://www.tellows.de/num/00496913620;1;
004924289058220;8;6;49;2428;1825;Kostenfalle;IRAL GmbH;Niederzier;https://www.tellows.de/num/004924289058220;8;
024289058220;8;6;49;2428;1825;Kostenfalle;IRAL GmbH;Niederzier;https://www.tellows.de/num/004924289058220;8;
00496984009662;8;4;49;69;1682;Vermarkter Hotline;Protect EBV GmbH - Gesund Arbeiten GmbH;Frankfurt am Main;https://www.tellows.de/num/00496984009662;9;
06984009662;8;4;49;69;1682;Vermarkter Hotline;Protect EBV GmbH - Gesund Arbeiten GmbH;Frankfurt am Main;https://www.tellows.de/num/00496984009662;9;
00499114719782;8;8;49;911;2429;Vermarkter Hotline;Schmidt;Nürnberg;https://www.tellows.de/num/00499114719782;9;
09114719782;8;8;49;911;2429;Vermarkter Hotline;Schmidt;Nürnberg;https://www.tellows.de/num/00499114719782;9;
00491625970315;7;8;49;162;7689;Kostenfalle;Sexhotline;Vodafone;https://www.tellows.de/num/00491625970315;8;
01625970315;7;8;49;162;7689;Kostenfalle;Sexhotline;Vodafone;https://www.tellows.de/num/00491625970315;8;
003904725435;7;8;39;472;4657;Telefonterror;WKOÖ;Bressanone;https://www.tellows.de/num/003904725435;7;
+888888888888;7;31;886;888;23205;Kostenfalle;Betrüger!!!!;屏東縣:滿州鄉,牡丹鄉,車城鄉,恆春鎮;https://www.tellows.de/num/%2B888888888888;8;
004924156529610;7;13;49;241;4490;Aggressive Werbung;Vermietung Werbung;Aachen;https://www.tellows.de/num/004924156529610;5;
024156529610;7;13;49;241;4490;Aggressive Werbung;Vermietung Werbung;Aachen;https://www.tellows.de/num/004924156529610;5;
004989248899710;8;8;49;89;8179;Telefonterror;anwaltkanzlei;München;https://www.tellows.de/num/004989248899710;7;
089248899710;8;8;49;89;8179;Telefonterror;anwaltkanzlei;München;https://www.tellows.de/num/004989248899710;7;
004933200558742;8;26;49;33200;12971;Aggressive Werbung;Deutscher Tierschutz;Bergholz-Rehbrücke;https://www.tellows.de/num/004933200558742;5;
033200558742;8;26;49;33200;12971;Aggressive Werbung;Deutscher Tierschutz;Bergholz-Rehbrücke;https://www.tellows.de/num/004933200558742;5;
00493643488700;8;49;49;3643;25274;Ping Anruf;Callcenter;Weimar Thür;https://www.tellows.de/num/00493643488700;10;
03643488700;8;49;49;3643;25274;Ping Anruf;Callcenter;Weimar Thür;https://www.tellows.de/num/00493643488700;10;
00493025559203;8;45;49;30;38783;Telefonterror;Telefonmafia;Berlin;https://www.tellows.de/num/00493025559203;7;
03025559203;8;45;49;30;38783;Telefonterror;Telefonmafia;Berlin;https://www.tellows.de/num/00493025559203;7;
004961318949791;8;7;49;6131;4111;Inkassounternehmen;Hildebrand Rechtsanwälte;Mainz;https://www.tellows.de/num/004961318949791;4;
061318949791;8;7;49;6131;4111;Inkassounternehmen;Hildebrand Rechtsanwälte;Mainz;https://www.tellows.de/num/004961318949791;4;
004961819903000;8;9;49;6181;2667;Inkassounternehmen;MB Inkasso & Ermittlungs GmbH;Hanau;https://www.tellows.de/num/004961819903000;4;
061819903000;8;9;49;6181;2667;Inkassounternehmen;MB Inkasso & Ermittlungs GmbH;Hanau;https://www.tellows.de/num/004961819903000;4;
004915735983409;7;16;49;157;4031;Aggressive Werbung;Audibene;E-Plus;https://www.tellows.de/num/004915735983409;5;
015735983409;7;16;49;157;4031;Aggressive Werbung;Audibene;E-Plus;https://www.tellows.de/num/004915735983409;5;
004916397648562;8;37;49;163;19429;Gewinnspiel;Gewinnspiel;E-Plus Mobilfunk;https://www.tellows.de/num/004916397648562;3;
016397648562;8;37;49;163;19429;Gewinnspiel;Gewinnspiel;E-Plus Mobilfunk;https://www.tellows.de/num/004916397648562;3;
0049220357106020;7;47;49;2203;27554;Meinungsforschung;Umfrage Anruf;Köln-Porz;https://www.tellows.de/num/0049220357106020;6;
0220357106020;7;47;49;2203;27554;Meinungsforschung;Umfrage Anruf;Köln-Porz;https://www.tellows.de/num/0049220357106020;6;
004915738576431;8;28;49;157;11849;Gewinnspiel;OVA;E-Plus;https://www.tellows.de/num/004915738576431;3;
015738576431;8;28;49;157;11849;Gewinnspiel;OVA;E-Plus;https://www.tellows.de/num/004915738576431;3;
004917634616289;8;6;49;176;1368;Aggressive Werbung;Frau Bathke;O2 (Germany);https://www.tellows.de/num/004917634616289;5;
017634616289;8;6;49;176;1368;Aggressive Werbung;Frau Bathke;O2 (Germany);https://www.tellows.de/num/004917634616289;5;
004915735993613;7;9;49;157;5696;Vermarkter Hotline;keinen Namen;E-Plus;https://www.tellows.de/num/004915735993613;9;
015735993613;7;9;49;157;5696;Vermarkter Hotline;keinen Namen;E-Plus;https://www.tellows.de/num/004915735993613;9;
004969583014132;7;14;49;69;11808;Seriöse Nummer;Deutsche Bank;Frankfurt am Main;https://www.tellows.de/num/004969583014132;2;
069583014132;7;14;49;69;11808;Seriöse Nummer;Deutsche Bank;Frankfurt am Main;https://www.tellows.de/num/004969583014132;2;
004915735986366;8;21;49;157;7008;Vermarkter Hotline;Analyse Deutschland;E-Plus;https://www.tellows.de/num/004915735986366;9;
015735986366;8;21;49;157;7008;Vermarkter Hotline;Analyse Deutschland;E-Plus;https://www.tellows.de/num/004915735986366;9;
004920830671545;8;31;49;208;6720;Telefonterror;Anonym;Oberhausen;https://www.tellows.de/num/004920830671545;7;
020830671545;8;31;49;208;6720;Telefonterror;Anonym;Oberhausen;https://www.tellows.de/num/004920830671545;7;
004940334633702;8;189;49;40;60469;Aggressive Werbung;Stromwerbung;Hamburg;https://www.tellows.de/num/004940334633702;5;
040334633702;8;189;49;40;60469;Aggressive Werbung;Stromwerbung;Hamburg;https://www.tellows.de/num/004940334633702;5;
004924199759999;8;32;49;241;4484;Aggressive Werbung;Innomedia;Aachen;https://www.tellows.de/num/004924199759999;5;
024199759999;8;32;49;241;4484;Aggressive Werbung;Innomedia;Aachen;https://www.tellows.de/num/004924199759999;5;
00493025555087;8;8;49;30;22;Aggressive Werbung;;Berlin;https://www.tellows.de/num/00493025555087;5;
03025555087;8;8;49;30;22;Aggressive Werbung;;Berlin;https://www.tellows.de/num/00493025555087;5;
00494042236026;7;4;49;40;1638;Aggressive Werbung;Lotterieeinnahme Neugebauer;Hamburg;https://www.tellows.de/num/00494042236026;5;
04042236026;7;4;49;40;1638;Aggressive Werbung;Lotterieeinnahme Neugebauer;Hamburg;https://www.tellows.de/num/00494042236026;5;
004917645639628;8;5;49;176;934;Telefonterror;Herr Goldmann (?);O2 (Germany);https://www.tellows.de/num/004917645639628;7;
017645639628;8;5;49;176;934;Telefonterror;Herr Goldmann (?);O2 (Germany);https://www.tellows.de/num/004917645639628;7;
004989416160694;9;38;49;89;6456;Aggressive Werbung;Acc Strom;München;https://www.tellows.de/num/004989416160694;5;
089416160694;9;38;49;89;6456;Aggressive Werbung;Acc Strom;München;https://www.tellows.de/num/004989416160694;5;
0049492289550150;9;8;49;4922;501;Kostenfalle;privacyXperts;Borkum;https://www.tellows.de/num/0049492289550150;8;
0492289550150;9;8;49;4922;501;Kostenfalle;privacyXperts;Borkum;https://www.tellows.de/num/0049492289550150;8;
00493025558164;8;21;49;30;6229;Aggressive Werbung;+49 30 25546031;Berlin;https://www.tellows.de/num/00493025558164;5;
03025558164;8;21;49;30;6229;Aggressive Werbung;+49 30 25546031;Berlin;https://www.tellows.de/num/00493025558164;5;
004930700109837;8;5;49;30;3963;Telefonterror;Grinpic Deutschland;Berlin;https://www.tellows.de/num/004930700109837;7;
030700109837;8;5;49;30;3963;Telefonterror;Grinpic Deutschland;Berlin;https://www.tellows.de/num/004930700109837;7;
004940209393261;8;6;49;40;184;Telefonterror;;Hamburg;https://www.tellows.de/num/004940209393261;7;
040209393261;8;6;49;40;184;Telefonterror;;Hamburg;https://www.tellows.de/num/004940209393261;7;
004915735982403;8;14;49;1573;3611;Ping Anruf;;E-Plus;https://www.tellows.de/num/004915735982403;10;
015735982403;8;14;49;1573;3611;Ping Anruf;;E-Plus;https://www.tellows.de/num/004915735982403;10;
004934186092880;8;11;49;341;3579;Ping Anruf;Olympus Medical;Leipzig;https://www.tellows.de/num/004934186092880;10;
034186092880;8;11;49;341;3579;Ping Anruf;Olympus Medical;Leipzig;https://www.tellows.de/num/004934186092880;10;
035535586689727;8;3;49;355;1460;Telefonterror;Aber immer wieder die gleichen;Cottbus;https://www.tellows.de/num/035535586689727;7;
+4935586689727;8;3;49;355;1460;Telefonterror;Aber immer wieder die gleichen;Cottbus;https://www.tellows.de/num/035535586689727;7;
004915251906629;8;84;49;1525;30247;Aggressive Werbung;Soll Klarmobil sein;Vodafone D2 GmbH;https://www.tellows.de/num/004915251906629;5;
015251906629;8;84;49;1525;30247;Aggressive Werbung;Soll Klarmobil sein;Vodafone D2 GmbH;https://www.tellows.de/num/004915251906629;5;
004915735995985;8;13;49;1573;1412;Aggressive Werbung;Movinga;E-Plus;https://www.tellows.de/num/004915735995985;5;
015735995985;8;13;49;1573;1412;Aggressive Werbung;Movinga;E-Plus;https://www.tellows.de/num/004915735995985;5;
004917631457730;8;4;49;176;238;Aggressive Werbung;;O2 (Germany);https://www.tellows.de/num/004917631457730;5;
017631457730;8;4;49;176;238;Aggressive Werbung;;O2 (Germany);https://www.tellows.de/num/004917631457730;5;
+34911116349;8;4;34;911;445;Kostenfalle;;Madrid;https://www.tellows.de/num/%2B34911116349;8;
